exchange;type;token;ticker
MEXC;spot;Token IN;TIN
MEXC;spot;MicroVisionChain;SPACE
MEXC;spot;Omni Network;OMNI
MEXC;spot;GTA Token;GTA
MEXC;spot;AIPAD;AIPAD
MEXC;spot;Celsius;CEL
MEXC;spot;Propchain;PROPC
MEXC;spot;Welshcorgicoin;WELSH
MEXC;spot;Scotty Beam;SCOTTY
MEXC;spot;Seamans Token;SEAT
MEXC;spot;The Graph;GRT
MEXC;spot;SingularityNET;AGIX
MEXC;spot;Wen;WEN
MEXC;spot;PepeCoin;PEPECOIN
MEXC;spot;MetaDOS;SECOND
MEXC;spot;LayerAI;LAI
MEXC;spot;FTX Token;FTT
MEXC;spot;FOMO BULL CLUB;FOMO
MEXC;spot;Shadow Node;SVPN
MEXC;spot;Catboy;CATBOY
MEXC;spot;Playbux;PBUX
MEXC;spot;TABOO TOKEN;TABOO
MEXC;spot;Bowled.io;BWLD
MEXC;spot;Gamer Arena;GAU
MEXC;spot;MCOIN;MCOIN
MEXC;spot;GUMMY;GUMMY
MEXC;spot;Meson Network;MSN
MEXC;spot;Pendle;PENDLE
MEXC;spot;K9 Finance;KNINE
MEXC;spot;Doge Eat Doge;OMNOM
MEXC;spot;Areon Network;AREA
MEXC;spot;5ire;5IRE
MEXC;spot;QORPO WORLD;QORPO
MEXC;spot;ATOR Protocol;ATOR
MEXC;spot;MCNCOIN;MCN
MEXC;spot;Nervos Network;CKB
MEXC;spot;Peng;PENG
MEXC;spot;JetTon Games;JETTON
MEXC;spot;Pixels;PIXEL
MEXC;spot;XDC Network;XDC
MEXC;spot;Stellar;XLM
MEXC;spot;Seedify.fund;SFUND
MEXC;spot;ZAIBOT;ZAI
MEXC;spot;Baby Doge Coin;BABYDOGE
MEXC;spot;GamerCoin;GHX
MEXC;spot;AIgentX;AIGENTX
MEXC;spot;Waves;WAVES
MEXC;spot;LIF3;LIF3
MEXC;spot;BlackFort Exchange Network;BXN
MEXC;spot;Work X;WORK
MEXC;spot;BRN Metaverse;BRN
MEXC;spot;Astar;ASTR
MEXC;spot;Spectra Chain;SPCT
MEXC;spot;Shentu;CTK
MEXC;spot;Bad Idea AI;BAD
MEXC;spot;Artrade;ATR
MEXC;spot;BOBO;BOBO
OKX;spot;Bitcoin;BTC
OKX;spot;Ethereum;ETH
OKX;spot;Solana;SOL
OKX;spot;Pepe;PEPE
OKX;spot;Dogecoin;DOGE
OKX;spot;Toncoin;TON
OKX;spot;Optimism;OP
OKX;spot;ORDI;ORDI
OKX;spot;XRP;XRP
OKX;spot;Shiba Inu;SHIB
OKX;spot;USDC;USDC
OKX;spot;Filecoin;FIL
OKX;spot;Velo;VELO
OKX;spot;Sui;SUI
OKX;spot;Wormhole;W
OKX;spot;Litecoin;LTC
OKX;spot;Core;CORE
OKX;spot;Polkadot;DOT
OKX;spot;NEAR Protocol;NEAR
OKX;spot;ether.fi;ETHFI
OKX;spot;Bitcoin Cash;BCH
OKX;spot;BNB;BNB
OKX;spot;Worldcoin;WLD
OKX;spot;Arbitrum;ARB
OKX;spot;Hedera;HBAR
OKX;spot;Merlin Chain;MERL
OKX;spot;Avalanche;AVAX
OKX;spot;Starknet;STRK
OKX;spot;Cosmos;ATOM
OKX;spot;Ethereum Classic;ETC
OKX;spot;Chiliz;CHZ
OKX;spot;ZetaChain;ZETA
OKX;spot;Aptos;APT
OKX;spot;Stacks;STX
OKX;spot;Cardano;ADA
OKX;spot;Arweave;AR
OKX;spot;EOS;EOS
OKX;spot;Jupiter;JUP
OKX;spot;Bonk;BONK
OKX;spot;SATS (Ordinals);SATS
OKX;spot;Gala;GALA
OKX;spot;Meson Network;MSN
OKX;spot;Jito;JTO
OKX;spot;Lido Staked ETH;stETH
OKX;spot;Polygon;MATIC
OKX;spot;Pyth Network;PYTH
OKX;spot;RSIC•GENESIS•RUNE;RUNECOIN
OKX;spot;Chainlink;LINK
OKX;spot;Render;RNDR
OKX;spot;Celsius;CEL
OKX;spot;ssv.network;SSV
OKX;spot;Internet Computer;ICP
OKX;spot;Conflux;CFX
OKX;spot;dYdX (Native);DYDX
OKX;spot;Uniswap;UNI
OKX;spot;Fantom;FTM
OKX;spot;Bitcoin SV;BSV
OKX;spot;Flow;FLOW
OKX;spot;Neo;NEO
OKX;spot;Blur;BLUR
OKX;spot;cat in a dogs world;MEW
OKX;spot;Yield Guild Games;YGG
OKX;spot;TRON;TRX
OKX;spot;Celestia;TIA
OKX;spot;Big Time;BIGTIME
OKX;spot;Algorand;ALGO
OKX;spot;Frontier;FRONT
OKX;spot;Polyhedra Network;ZK
OKX;spot;FLOKI;FLOKI
OKX;spot;Lido DAO;LDO
OKX;spot;SingularityNET;AGIX
OKX;spot;Tensor;TNSR
OKX;spot;Aevo;AEVO
OKX;spot;1inch Network;1INCH
OKX;spot;Memecoin;MEME
OKX;spot;Chia;XCH
OKX;spot;ArbDoge AI;AIDOGE
OKX;spot;QnA3.AI;GPT
OKX;spot;Fetch.ai;FET
OKX;spot;Terra;LUNA
OKX;spot;Mask Network;MASK
OKX;spot;ApeCoin;APE
OKX;spot;OKB;OKB
OKX;spot;Tellor;TRB
OKX;spot;Astar;ASTR
OKX;spot;Curve DAO Token;CRV
OKX;spot;Zeus Network;ZEUS
OKX;spot;SushiSwap;SUSHI
OKX;spot;ConstitutionDAO;PEOPLE
OKX;spot;The Graph;GRT
OKX;spot;Stellar;XLM
OKX;spot;GMT;GMT
OKX;spot;Flare;FLR
OKX;spot;Theta Network;THETA
OKX;spot;Injective;INJ
OKX;spot;Bone ShibaSwap;BONE
OKX;spot;Immutable;IMX
OKX;spot;Cronos;CRO
OKX;spot;Ethereum Name Service;ENS
OKX;spot;Decentraland;MANA
OKX;spot;The Sandbox;SAND
OKX;spot;Ontology;ONT
OKX;spot;Cetus Protocol;CETUS
OKX;spot;Aave;AAVE
OKX;spot;Metis;METIS
OKX;spot;Treasure;MAGIC
OKX;spot;Mina;MINA
OKX;spot;EthereumPoW;ETHW
OKX;spot;Klaytn;KLAY
OKX;spot;MANTRA;OM
OKX;spot;Axie Infinity;AXS
OKX;spot;Alchemy Pay;ACH
OKX;spot;Realio Network;RIO
OKX;spot;Tether USDt;USDT
OKX;spot;TerraClassicUSD;USTC
OKX;spot;Verasity;VRA
OKX;spot;Celo;CELO
OKX;spot;Synthetix;SNX
OKX;spot;Loopring;LRC
OKX;spot;Parcl;PRCL
OKX;spot;BitTorrent (New);BTT
OKX;spot;Ravencoin;RVN
OKX;spot;Casper;CSPR
OKX;spot;Foxy;FOXY
OKX;spot;Venom;VENOM
OKX;spot;Raydium;RAY
OKX;spot;Safe;SAFE
OKX;spot;Zebec Network;ZBCN
OKX;spot;Creditcoin;CTC
OKX;spot;Livepeer;LPT
OKX;spot;SPACE ID;ID
OKX;spot;Qtum;QTUM
OKX;spot;Reserve Rights;RSR
OKX;spot;Tezos;XTZ
OKX;spot;Terra Classic;LUNC
OKX;spot;Civic;CVC
OKX;spot;Radiant Capital;RDNT
OKX;spot;Biconomy;BICO
OKX;spot;Fusionist;ACE
OKX;spot;DMAIL Network;DMAIL
OKX;spot;Zilliqa;ZIL
OKX;spot;Storj;STORJ
OKX;spot;Maker;MKR
OKX;spot;Galxe;GAL
OKX;spot;0x Protocol;ZRX
OKX;spot;Liquity;LQTY
OKX;spot;Ronin;RON
OKX;spot;LooksRare;LOOKS
OKX;spot;Guild of Guardians;GOG
OKX;spot;Perpetual Protocol;PERP
OKX;spot;Threshold;T
OKX;spot;Velodrome Finance;VELODROME
OKX;spot;Gari Network;GARI
OKX;spot;Wrapped Bitcoin;WBTC
OKX;spot;OMG Network;OMG
OKX;spot;IOTA;IOTA
OKX;spot;JUST;JST
OKX;spot;Kusama;KSM
OKX;spot;Enjin Coin;ENJ
OKX;spot;BlockGames;BLOCK
OKX;spot;Bounce Token;AUCTION
OKX;spot;UMA;UMA
OKX;spot;API3;API3
OKX;spot;Samoyedcoin;SAMO
OKX;spot;aelf;ELF
OKX;spot;Golem;GLM
OKX;spot;MultiversX;EGLD
OKX;spot;Siacoin;SC
OKX;spot;Dai;DAI
OKX;spot;Gas;GAS
OKX;spot;yearn.finance;YFI
OKX;spot;GMX;GMX
OKX;spot;WOO;WOO
OKX;spot;Orbs;ORBS
OKX;spot;Adventure Gold;AGLD
OKX;spot;Aragon;ANT
OKX;spot;IOST;IOST
OKX;spot;RACA;RACA
OKX;spot;Step App;FITFI
OKX;spot;RSS3;RSS3
OKX;spot;Ren;REN
OKX;spot;Badger DAO;BADGER
OKX;spot;OKT Chain;OKT
OKX;spot;Compound;COMP
OKX;spot;Starlink;STARL
OKX;spot;Kishu Inu;KISHU
OKX;spot;Crypto Gladiator Shards;CGL
OKX;spot;Oasys;OAS
OKX;spot;Baby Doge Coin;BABYDOGE
OKX;spot;Ice Open Network;ICE
OKX;spot;Kadena;KDA
OKX;spot;Lingose;LING
OKX;spot;Eminer;EM
OKX;spot;Turbo;TURBO
OKX;spot;ICON;ICX
OKX;spot;APENFT;NFT
OKX;spot;MOVEZ;MOVEZ
OKX;spot;Centrifuge;CFG
OKX;spot;LinkEye;LET
OKX;spot;Gearbox Protocol;GEAR
Tokocrypto;spot;Tether USDt;USDT
Tokocrypto;spot;Bitcoin;BTC
Tokocrypto;spot;Pepe;PEPE
Tokocrypto;spot;Solana;SOL
Tokocrypto;spot;Ethereum;ETH
Tokocrypto;spot;Ethena;ENA
Tokocrypto;spot;Manta Network;MANTA
Tokocrypto;spot;Bonk;BONK
Tokocrypto;spot;Gala;GALA
Tokocrypto;spot;BIDR;BIDR
Tokocrypto;spot;Shiba Inu;SHIB
Tokocrypto;spot;Hedera;HBAR
Tokocrypto;spot;XRP;XRP
Tokocrypto;spot;Render;RNDR
Tokocrypto;spot;dogwifhat;WIF
Tokocrypto;spot;BOOK OF MEME;BOME
Tokocrypto;spot;Contentos;COS
Tokocrypto;spot;Dogecoin;DOGE
Tokocrypto;spot;Vanar Chain;VANRY
Tokocrypto;spot;Voyager Token;VGX
Tokocrypto;spot;THORChain;RUNE
Tokocrypto;spot;FLOKI;FLOKI
Tokocrypto;spot;Ontology Gas;ONG
Tokocrypto;spot;ether.fi;ETHFI
Tokocrypto;spot;Creo Engine;CREO
Tokocrypto;spot;BNB;BNB
Tokocrypto;spot;Wormhole;W
Tokocrypto;spot;NEAR Protocol;NEAR
Tokocrypto;spot;Toko Token;TKO
Tokocrypto;spot;Quant;QNT
Tokocrypto;spot;Automata Network;ATA
Tokocrypto;spot;Terra Classic;LUNC
Tokocrypto;spot;LeverFi;LEVER
Tokocrypto;spot;Fetch.ai;FET
Tokocrypto;spot;Polygon;MATIC
Tokocrypto;spot;Optimism;OP
Tokocrypto;spot;Frontier;FRONT
Tokocrypto;spot;Tensor;TNSR
Tokocrypto;spot;Portal;PORTAL
Tokocrypto;spot;Starknet;STRK
Tokocrypto;spot;Cardano;ADA
Tokocrypto;spot;GMT;GMT
Tokocrypto;spot;Arbitrum;ARB
Tokocrypto;spot;Pendle;PENDLE
Tokocrypto;spot;Aevo;AEVO
Tokocrypto;spot;Amp;AMP
Tokocrypto;spot;Velo;VELO
Tokocrypto;spot;Nervos Network;CKB
Tokocrypto;spot;Galxe;GAL
Tokocrypto;spot;Internet Computer;ICP
Tokocrypto;spot;Altlayer;ALT
Tokocrypto;spot;SATS;1000SATS
Tokocrypto;spot;Jupiter;JUP
Tokocrypto;spot;Golem;GLM
Tokocrypto;spot;Moonriver;MOVR
Tokocrypto;spot;Chainlink;LINK
Tokocrypto;spot;Cosmos;ATOM
Tokocrypto;spot;COMBO;COMBO
Tokocrypto;spot;Unifi Protocol DAO;UNFI
Tokocrypto;spot;ORDI;ORDI
Tokocrypto;spot;Worldcoin;WLD
Tokocrypto;spot;Jito;JTO
Tokocrypto;spot;REI Network;REI
Tokocrypto;spot;Polymesh;POLYX
Tokocrypto;spot;Polkadot;DOT
Tokocrypto;spot;Arweave;AR
Tokocrypto;spot;Avalanche;AVAX
Tokocrypto;spot;TRON;TRX
Tokocrypto;spot;Bitcoin Cash;BCH
Tokocrypto;spot;Aave;AAVE
Tokocrypto;spot;eCash;XEC
Tokocrypto;spot;Fantom;FTM
Tokocrypto;spot;Celestia;TIA
Tokocrypto;spot;Beam;BEAMX
Tokocrypto;spot;MANTRA;OM
Tokocrypto;spot;Bittensor;TAO
Tokocrypto;spot;Cream Finance;CREAM
Tokocrypto;spot;Stacks;STX
Tokocrypto;spot;Tellor;TRB
Tokocrypto;spot;Kadena;KDA
Tokocrypto;spot;Zilliqa;ZIL
Tokocrypto;spot;ConstitutionDAO;PEOPLE
Tokocrypto;spot;Harvest Finance;FARM
Tokocrypto;spot;Pixels;PIXEL
Tokocrypto;spot;Holo;HOT
Tokocrypto;spot;Saga;SAGA
Tokocrypto;spot;Lido DAO;LDO
Tokocrypto;spot;Sei;SEI
Tokocrypto;spot;Synthetix;SNX
Tokocrypto;spot;TerraClassicUSD;USTC
Tokocrypto;spot;Chromia;CHR
Tokocrypto;spot;The Graph;GRT
Tokocrypto;spot;PancakeSwap;CAKE
Tokocrypto;spot;Immutable;IMX
Tokocrypto;spot;Axie Infinity;AXS
Tokocrypto;spot;Yield Guild Games;YGG
Tokocrypto;spot;Stratis [New];STRAX
Tokocrypto;spot;Sui;SUI
Tokocrypto;spot;Omni Network;OMNI
Tokocrypto;spot;Memecoin;MEME
Tokocrypto;spot;Blur;BLUR
Tokocrypto;spot;Verge;XVG
Tokocrypto;spot;Litecoin;LTC
Tokocrypto;spot;Injective;INJ
Tokocrypto;spot;BinaryX;BNX
Tokocrypto;spot;Raydium;RAY
Tokocrypto;spot;Smooth Love Potion;SLP
Tokocrypto;spot;TrueFi;TRU
Tokocrypto;spot;JasmyCoin;JASMY
Tokocrypto;spot;Reserve Rights;RSR
Tokocrypto;spot;Sun (New);SUN
Tokocrypto;spot;MyNeighborAlice;ALICE
Tokocrypto;spot;Highstreet;HIGH
Tokocrypto;spot;PAX Gold;PAXG
Tokocrypto;spot;Trust Wallet Token;TWT
Tokocrypto;spot;Dymension;DYM
Tokocrypto;spot;Aergo;AERGO
Tokocrypto;spot;Phala Network;PHA
Tokocrypto;spot;Waves;WAVES
Tokocrypto;spot;Aavegotchi;GHST
Tokocrypto;spot;Ankr;ANKR
Tokocrypto;spot;SingularityNET;AGIX
Tokocrypto;spot;Shentu;CTK
Tokocrypto;spot;IOST;IOST
Tokocrypto;spot;UMA;UMA
Tokocrypto;spot;Moonbeam;GLMR
Tokocrypto;spot;The Sandbox;SAND
Tokocrypto;spot;Gas;GAS
Tokocrypto;spot;ApeCoin;APE
Tokocrypto;spot;Neo;NEO
Tokocrypto;spot;SKALE;SKL
Tokocrypto;spot;Pyth Network;PYTH
Tokocrypto;spot;Flow;FLOW
Tokocrypto;spot;Chiliz;CHZ
Tokocrypto;spot;WOO;WOO
Tokocrypto;spot;Wing Finance;WING
Tokocrypto;spot;Arkham;ARKM
Tokocrypto;spot;Mines of Dalarnia;DAR
Tokocrypto;spot;Conflux;CFX
Tokocrypto;spot;Akropolis;AKRO
Tokocrypto;spot;Axelar;AXL
Tokocrypto;spot;Ontology;ONT
Tokocrypto;spot;SPACE ID;ID
Tokocrypto;spot;Lisk;LSK
Tokocrypto;spot;Orion;ORN
Tokocrypto;spot;Maker;MKR
Tokocrypto;spot;NULS;NULS
Tokocrypto;spot;Theta Network;THETA
Tokocrypto;spot;Curve DAO Token;CRV
Tokocrypto;spot;Ocean Protocol;OCEAN
Tokocrypto;spot;AVA;AVA
Tokocrypto;spot;dYdX (ethDYDX);DYDX
Tokocrypto;spot;aelf;ELF
Tokocrypto;spot;Algorand;ALGO
Tokocrypto;spot;Bella Protocol;BEL
Tokocrypto;spot;Ravencoin;RVN
Tokocrypto;spot;LTO Network;LTO
Tokocrypto;spot;Threshold;T
Tokocrypto;spot;Oasis;ROSE
Tokocrypto;spot;Biswap;BSW
Tokocrypto;spot;SafePal;SFP
Tokocrypto;spot;Aptos;APT
Tokocrypto;spot;Horizen;ZEN
Tokocrypto;spot;Stellar;XLM
Tokocrypto;spot;Livepeer;LPT
Tokocrypto;spot;Dusk;DUSK
Tokocrypto;spot;Sleepless AI;AI
Tokocrypto;spot;Decentraland;MANA
Tokocrypto;spot;VeChain;VET
Tokocrypto;spot;Celo;CELO
Tokocrypto;spot;Enzyme;MLN
Tokocrypto;spot;Uniswap;UNI
Tokocrypto;spot;AS Roma Fan Token;ASR
Tokocrypto;spot;Alpaca Finance;ALPACA
Tokocrypto;spot;Bounce Token;AUCTION
Tokocrypto;spot;MultiversX;EGLD
Tokocrypto;spot;SuperVerse;SUPER
Tokocrypto;spot;VITE;VITE
Tokocrypto;spot;Paris Saint-Germain Fan Token;PSG
Tokocrypto;spot;NanoByte Token;NBT
Tokocrypto;spot;Theta Fuel;TFUEL
Tokocrypto;spot;WINkLink;WIN
Tokocrypto;spot;Illuvium;ILV
Tokocrypto;spot;Ethereum Classic;ETC
Tokocrypto;spot;Hifi Finance;HIFI
Tokocrypto;spot;SushiSwap;SUSHI
Tokocrypto;spot;Rocket Pool;RPL
Tokocrypto;spot;Kava;KAVA
Tokocrypto;spot;COTI;COTI
Tokocrypto;spot;Flux;FLUX
Tokocrypto;spot;Stella;ALPHA
Tokocrypto;spot;Astar;ASTR
Tokocrypto;spot;CyberConnect;CYBER
Tokocrypto;spot;Cartesi;CTSI
Tokocrypto;spot;Firo;FIRO
Tokocrypto;spot;League of Kingdoms Arena;LOKA
Tokocrypto;spot;Acala Token;ACA
Tokocrypto;spot;IoTeX;IOTX
Tokocrypto;spot;Vulcan Forged (PYR);PYR
Tokocrypto;spot;Decred;DCR
Upbit;spot;Bitcoin;BTC
Upbit;spot;Shiba Inu;SHIB
Upbit;spot;XRP;XRP
Upbit;spot;Ethereum;ETH
Upbit;spot;Solana;SOL
Upbit;spot;Dogecoin;DOGE
Upbit;spot;Stacks;STX
Upbit;spot;Steem;STEEM
Upbit;spot;Sei;SEI
Upbit;spot;Neo;NEO
Upbit;spot;NEAR Protocol;NEAR
Upbit;spot;Metal DAO;MTL
Upbit;spot;Hedera;HBAR
Upbit;spot;Ethereum Classic;ETC
Upbit;spot;Ontology;ONT
Upbit;spot;Ontology Gas;ONG
Upbit;spot;Golem;GLM
Upbit;spot;Pundi X (New);PUNDIX
Upbit;spot;Civic;CVC
Upbit;spot;Bitcoin Cash;BCH
Upbit;spot;Steem Dollars;SBD
Upbit;spot;Lisk;LSK
Upbit;spot;Polymesh;POLYX
Upbit;spot;Waves;WAVES
Upbit;spot;Avalanche;AVAX
Upbit;spot;Blur;BLUR
Upbit;spot;Cardano;ADA
Upbit;spot;TRON;TRX
Upbit;spot;Pyth Network;PYTH
Upbit;spot;The Graph;GRT
Upbit;spot;eCash;XEC
Upbit;spot;SPACE ID;ID
Upbit;spot;Arbitrum;ARB
Upbit;spot;Astar;ASTR
Upbit;spot;Aptos;APT
Upbit;spot;Bitcoin Gold;BTG
Upbit;spot;Theta Fuel;TFUEL
Upbit;spot;EOS;EOS
Upbit;spot;Threshold;T
Upbit;spot;Polygon;MATIC
Upbit;spot;Flow;FLOW
Upbit;spot;Sui;SUI
Upbit;spot;MiL.k;MLK
Upbit;spot;Chiliz;CHZ
Upbit;spot;Polkadot;DOT
Upbit;spot;VeChain;VET
Upbit;spot;Ankr;ANKR
Upbit;spot;Siacoin;SC
Upbit;spot;The Sandbox;SAND
Upbit;spot;Gas;GAS
Upbit;spot;Bitcoin SV;BSV
Upbit;spot;Chainlink;LINK
Upbit;spot;Creditcoin;CTC
Upbit;spot;Qtum;QTUM
Upbit;spot;Algorand;ALGO
Upbit;spot;Axie Infinity;AXS
Upbit;spot;IQ;IQ
Upbit;spot;GMT;GMT
Upbit;spot;Cosmos;ATOM
Upbit;spot;Theta Network;THETA
Upbit;spot;Hifi Finance;HIFI
Upbit;spot;0x Protocol;ZRX
Upbit;spot;1inch Network;1INCH
Upbit;spot;Powerledger;POWR
Upbit;spot;Loom Network;LOOM
Upbit;spot;Mask Network;MASK
Upbit;spot;Orbs;ORBS
Upbit;spot;aelf;ELF
Upbit;spot;Stellar;XLM
Upbit;spot;StormX;STMX
Upbit;spot;Mina;MINA
Upbit;spot;BORA;BORA
Upbit;spot;Storj;STORJ
Upbit;spot;Celo;CELO
Upbit;spot;WAX;WAXP
Upbit;spot;IOTA;IOTA
Upbit;spot;MVL;MVL
Upbit;spot;Kava;KAVA
Upbit;spot;Metadium;META
Upbit;spot;Zilliqa;ZIL
Upbit;spot;Hunt Town;HUNT
Upbit;spot;Ark;ARK
Upbit;spot;Aergo;AERGO
Upbit;spot;Immutable;IMX
Upbit;spot;Solar;SXP
Upbit;spot;Stratis [New];STRAX
Upbit;spot;Cronos;CRO
Upbit;spot;Strike;STRIKE
Upbit;spot;ICON;ICX
Upbit;spot;Decentraland;MANA
Upbit;spot;FirmaChain;FCT2
Upbit;spot;MovieBloc;MBL
Upbit;spot;Hive Dollar;HBD
Upbit;spot;Filecoin;FIL
Upbit;spot;MediBloc;MED
Upbit;spot;IOST;IOST
Upbit;spot;dKargo;DKA
Upbit;spot;Aave;AAVE
Upbit;spot;ThunderCore;TT
Upbit;spot;MultiversX;EGLD
Upbit;spot;Ardor;ARDR
Upbit;spot;Tokamak Network;TON
Upbit;spot;Sentinel Protocol;UPP
Upbit;spot;NEM;XEM
Upbit;spot;Ravencoin;RVN
Upbit;spot;Groestlcoin;GRS
Upbit;spot;QuarkChain;QKC
Upbit;spot;Basic Attention Token;BAT
Upbit;spot;Carry;CRE
Upbit;spot;Kyber Network Crystal v2;KNC
Upbit;spot;STP;STPT
Upbit;spot;Status;SNT
Upbit;spot;Moss Coin;MOC
Upbit;spot;Hive;HIVE
Upbit;spot;AhaToken;AHT
Upbit;spot;Alpha Quark Token;AQT
Upbit;spot;Axelar;AXL
Upbit;spot;JUST;JST
Upbit;spot;Hippocrat;HPO
Upbit;spot;Tezos;XTZ
Upbit;spot;Cobak Token;CBK
Upbit;spot;Paris Saint-Germain Fan Token;PSG
Upbit;spot;Bifrost;BFC
Upbit;spot;Yield Guild Games;YGG
Upbit;spot;Galxe;GAL
Upbit;spot;Inter Milan Fan Token;INTER
Upbit;spot;Pocket Network;POKT
Upbit;spot;Ethereum Name Service;ENS
Upbit;spot;ONBUFF;ONIT
Upbit;spot;Render;RNDR
Upbit;spot;Pax Dollar;USDP
Upbit;spot;Big Time;BIGTIME
Upbit;spot;REI Network;REI
Upbit;spot;Ocean Protocol;OCEAN
Upbit;spot;Function X;FX
Upbit;spot;CyberConnect;CYBER
Upbit;spot;Numeraire;NMR
Upbit;spot;Livepeer;LPT
Upbit;spot;Rally;RLY
Upbit;spot;Gitcoin;GTC
Upbit;spot;Orchid;OXT
Upbit;spot;Reserve Rights;RSR
Upbit;spot;Prom;PROM
Upbit;spot;Maker;MKR
Upbit;spot;ForTube;FOR
Upbit;spot;SOLVE;SOLVE
Upbit;spot;district0x;DNT
Upbit;spot;Bounce Token;AUCTION
Upbit;spot;Injective;INJ
Upbit;spot;Adventure Gold;AGLD
Upbit;spot;IoTeX;IOTX
Upbit;spot;Raydium;RAY
Upbit;spot;Synthetix;SNX
Upbit;spot;ApeCoin;APE
Upbit;spot;Uniswap;UNI
Upbit;spot;Curve DAO Token;CRV
Upbit;spot;Treasure;MAGIC
Upbit;spot;Moonbeam;GLMR
Upbit;spot;DAD;DAD
Upbit;spot;Audius;AUDIO
Upbit;spot;Validity;VAL
Upbit;spot;TrueUSD;TUSD
Upbit;spot;ARPA;ARPA
Upbit;spot;Arsenal Fan Token;AFC
Upbit;spot;NKN;NKN
Upbit;spot;Origin Protocol;OGN
Upbit;spot;DigiByte;DGB
Upbit;spot;Bancor;BNT
Upbit;spot;Loopring;LRC
Upbit;spot;iExec RLC;RLC
Upbit;spot;API3;API3
Upbit;spot;Chromia;CHR
Upbit;spot;Dent;DENT
Upbit;spot;Napoli Fan Token;NAP
Upbit;spot;Sun (New);SUN
Upbit;spot;Cartesi;CTSI
Upbit;spot;Atletico De Madrid Fan Token;ATM
Upbit;spot;Enjin Coin;ENJ
Upbit;spot;Compound;COMP
Upbit;spot;Access Protocol;ACS
Upbit;spot;GoChain;GO
Upbit;spot;Dai;DAI
Upbit;spot;Manchester City Fan Token;CITY
Upbit;spot;FC Barcelona Fan Token;BAR
Upbit;spot;Radworks;RAD
Upbit;spot;Mantle;MNT
Upbit;spot;Quiztok;QTCON
Upbit;spot;Juventus Fan Token;JUV
Upbit;spot;Observer;OBSR
Upbit;spot;AC Milan Fan Token;ACM
Upbit;spot;Akash Network;AKT
